,domain_no,hmm_species,chain_type,e-value,score,seqstart_index,seqend_index,identity_species,v_gene,v_identity,j_gene,j_identity,unaligned_len,resolution,method,r_factor,date,year,dataset
8HRD:H,0,human,H,5.2e-53,169.7,0,127,,,0.0,,0.0,229,2.86,X-RAY DIFFRACTION,0.212,2023-12-20,2023,test_new_234
8HRH:H,0,mouse,H,1.6999999999999998e-43,138.8,0,113,,,0.0,,0.0,206,2.07,X-RAY DIFFRACTION,0.192,2023-08-30,2023,test_new_234
8HRX:H,0,mouse,H,3.9e-58,186.1,0,117,,,0.0,,0.0,219,2.89,ELECTRON MICROSCOPY,,2024-01-17,2024,test_new_234
8HS2:H,0,mouse,H,8.6e-54,172.1,0,122,,,0.0,,0.0,217,0.0,ELECTRON MICROSCOPY,,2023-03-08,2023,test_new_234
8HWS:H,0,human,H,1.4999999999999999e-53,171.5,0,126,,,0.0,,0.0,230,2.36,ELECTRON MICROSCOPY,,2023-12-06,2023,test_new_234
8HWT:H,0,alpaca,H,1.0999999999999999e-62,201.1,0,116,,,0.0,,0.0,219,2.91,ELECTRON MICROSCOPY,,2023-12-06,2023,test_new_234
8HYL:H,0,mouse,H,2.3000000000000002e-59,190.1,0,115,,,0.0,,0.0,164,2.0,X-RAY DIFFRACTION,0.241,2024-02-14,2024,test_new_234
8I5H:H,0,alpaca,H,8.7e-64,204.7,0,116,,,0.0,,0.0,211,2.38,X-RAY DIFFRACTION,0.188,2023-04-19,2023,test_new_234
8IB1:H,0,human,H,3.2e-50,160.7,0,119,,,0.0,,0.0,216,1.95,X-RAY DIFFRACTION,0.185,2023-07-26,2023,test_new_234
8IL3:H,0,mouse,H,1.9999999999999998e-54,174.1,0,117,,,0.0,,0.0,215,0.0,ELECTRON MICROSCOPY,,2023-03-29,2023,test_new_234
8IPC:H,0,alpaca,H,2.1000000000000002e-57,184.1,0,116,,,0.0,,0.0,212,2.2,X-RAY DIFFRACTION,0.243,2024-01-31,2024,test_new_234
8IQP:H,0,alpaca,H,3.4999999999999996e-61,196.3,0,118,,,0.0,,0.0,170,1.76,X-RAY DIFFRACTION,0.205,2024-03-20,2024,test_new_234
8IQQ:H,0,alpaca,H,3.4999999999999996e-61,196.3,0,118,,,0.0,,0.0,170,2.02,X-RAY DIFFRACTION,0.199,2024-03-20,2024,test_new_234
8IQR:H,0,alpaca,H,3.3e-61,196.4,0,118,,,0.0,,0.0,167,2.35,X-RAY DIFFRACTION,0.235,2024-03-20,2024,test_new_234
8IQS:H,0,mouse,H,2.8e-56,180.1,0,121,,,0.0,,0.0,173,2.16,X-RAY DIFFRACTION,0.236,2024-03-20,2024,test_new_234
8IUY:H,0,mouse,H,5e-55,176.1,0,117,,,0.0,,0.0,118,2.9,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8IUZ:H,0,mouse,H,1.6e-52,168.0,0,117,,,0.0,,0.0,118,3.0,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8IV0:H,0,mouse,H,8e-51,162.5,0,116,,,0.0,,0.0,117,2.9,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8J7E:H,0,alpaca,H,1.4e-60,194.3,0,121,,,0.0,,0.0,222,2.8,X-RAY DIFFRACTION,0.2,2023-09-06,2023,test_new_234
8J7T:H,0,mouse,H,1.4e-55,177.8,0,117,,,0.0,,0.0,218,2.2,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J7V:H,0,mouse,H,1.4e-55,177.8,0,117,,,0.0,,0.0,218,2.79,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J7W:H,0,mouse,H,1.4e-55,177.8,0,117,,,0.0,,0.0,218,2.92,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J80:H,0,mouse,H,1.4e-55,177.8,0,117,,,0.0,,0.0,218,2.68,ELECTRON MICROSCOPY,,2023-09-20,2023,test_new_234
8J8R:H,0,pig,H,1.3e-59,191.2,0,117,,,0.0,,0.0,118,2.9,ELECTRON MICROSCOPY,,2023-12-27,2023,test_new_234
8JA5:H,0,mouse,H,2.3999999999999996e-53,170.6,0,115,,,0.0,,0.0,216,2.79,X-RAY DIFFRACTION,0.217,2024-05-08,2024,test_new_234
8JBJ:H,0,human,H,5.200000000000001e-57,182.7,0,121,,,0.0,,0.0,224,1.61,X-RAY DIFFRACTION,0.184,2023-06-21,2023,test_new_234
8JEL:H,0,alpaca,H,3.4e-67,215.7,0,118,,,0.0,,0.0,216,2.45,X-RAY DIFFRACTION,0.192,2024-02-28,2024,test_new_234
8JEN:H,0,alpaca,H,3.4e-67,215.7,0,118,,,0.0,,0.0,217,2.71,X-RAY DIFFRACTION,0.218,2024-02-28,2024,test_new_234
8JEO:H,0,human,H,4e-52,166.9,0,125,,,0.0,,0.0,225,2.06,X-RAY DIFFRACTION,0.172,2024-02-28,2024,test_new_234
8JEP:H,0,alpaca,H,3.4e-67,215.7,0,118,,,0.0,,0.0,217,1.7,X-RAY DIFFRACTION,0.184,2024-02-28,2024,test_new_234
8JEQ:H,0,human,H,1.6e-51,164.9,0,124,,,0.0,,0.0,234,1.96,X-RAY DIFFRACTION,0.186,2024-02-28,2024,test_new_234
8JLW:H,0,mouse,H,6.7e-59,188.6,0,118,,,0.0,,0.0,119,3.0,ELECTRON MICROSCOPY,,2024-01-24,2024,test_new_234
8JLX:H,0,mouse,H,4.599999999999999e-53,169.7,0,116,,,0.0,,0.0,117,3.0,ELECTRON MICROSCOPY,,2024-01-24,2024,test_new_234
8JNK:H,0,rhesus,H,2.1e-59,190.4,0,117,,,0.0,,0.0,214,2.69,X-RAY DIFFRACTION,0.218,2024-01-24,2024,test_new_234
8JVA:H,0,alpaca,H,2.3e-63,203.3,0,121,,,0.0,,0.0,193,2.81,ELECTRON MICROSCOPY,,2024-05-22,2024,test_new_234
8JYQ:H,0,human,H,1.8e-50,161.5,0,120,,,0.0,,0.0,169,1.75,X-RAY DIFFRACTION,0.196,2024-03-13,2024,test_new_234
8JYR:H,0,mouse,H,1.1e-56,181.4,0,119,,,0.0,,0.0,217,1.69,X-RAY DIFFRACTION,0.173,2024-03-13,2024,test_new_234
8K0D:H,0,human,H,4.7e-52,166.6,0,128,,,0.0,,0.0,242,2.94,ELECTRON MICROSCOPY,,2024-05-01,2024,test_new_234
8K3C:H,0,alpaca,H,1.9e-61,197.1,0,130,,,0.0,,0.0,238,2.88,ELECTRON MICROSCOPY,,2024-05-01,2024,test_new_234
8KHC:H,0,alpaca,H,4.7e-59,189.4,0,124,,,0.0,,0.0,125,3.0,ELECTRON MICROSCOPY,,2024-04-17,2024,test_new_234
8OG0:H,0,rabbit,H,2.2e-58,187.0,0,121,,,0.0,,0.0,211,1.712,X-RAY DIFFRACTION,0.195,2024-03-27,2024,test_new_234
8OJS:H,0,human,H,8.8e-54,172.2,0,119,,,0.0,,0.0,222,2.75,X-RAY DIFFRACTION,0.216,2023-06-14,2023,test_new_234
8OJT:H,0,human,H,9e-54,172.2,0,119,,,0.0,,0.0,224,1.55,X-RAY DIFFRACTION,0.161,2023-06-14,2023,test_new_234
8OJU:H,0,human,H,8.8e-54,172.2,0,119,,,0.0,,0.0,222,1.45,X-RAY DIFFRACTION,0.157,2023-06-14,2023,test_new_234
8OJV:H,0,human,H,8.9e-54,172.2,0,119,,,0.0,,0.0,223,2.1,X-RAY DIFFRACTION,0.179,2023-06-14,2023,test_new_234
8OL9:H,0,alpaca,H,3.8000000000000003e-59,189.7,0,121,,,0.0,,0.0,225,2.6,X-RAY DIFFRACTION,0.267,2023-07-19,2023,test_new_234
8ONI:H,0,mouse,H,1.4e-53,171.4,0,119,,,0.0,,0.0,215,2.3,X-RAY DIFFRACTION,0.197,2024-04-10,2024,test_new_234
8OXV:H,0,alpaca,H,3.8e-61,196.2,0,121,,,0.0,,0.0,225,1.8,X-RAY DIFFRACTION,0.185,2023-10-18,2023,test_new_234
8OXW:H,0,alpaca,H,3.8e-61,196.2,0,121,,,0.0,,0.0,225,1.7,X-RAY DIFFRACTION,0.172,2023-10-18,2023,test_new_234
8OXX:H,0,alpaca,H,3.7e-61,196.2,0,121,,,0.0,,0.0,223,2.5,X-RAY DIFFRACTION,0.154,2023-10-18,2023,test_new_234
8OXY:H,0,alpaca,H,3.7e-61,196.2,0,121,,,0.0,,0.0,224,2.0,X-RAY DIFFRACTION,0.176,2023-10-18,2023,test_new_234
8P6H:H,0,cow,H,8.1e-67,214.1,0,121,,,0.0,,0.0,219,1.46,X-RAY DIFFRACTION,0.222,2024-07-10,2024,test_new_234
8P6I:H,0,mouse,H,8.5e-58,185.0,0,121,,,0.0,,0.0,210,2.5,X-RAY DIFFRACTION,0.203,2024-04-03,2024,test_new_234
8P88:H,0,alpaca,H,5.499999999999999e-53,169.8,0,120,,,0.0,,0.0,121,2.022,X-RAY DIFFRACTION,0.222,2024-01-31,2024,test_new_234
8PG0:H,0,pig,H,5.999999999999999e-54,172.9,0,124,,,0.0,,0.0,125,2.97,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8PPM:H,0,alpaca,H,4.7e-63,202.3,0,120,,,0.0,,0.0,220,2.03,X-RAY DIFFRACTION,0.193,2024-02-07,2024,test_new_234
8Q6K:H,0,human,H,9e-54,172.2,0,119,,,0.0,,0.0,224,2.1,X-RAY DIFFRACTION,0.214,2023-12-06,2023,test_new_234
8QH0:H,0,alpaca,H,3.6e-63,202.7,0,116,,,0.0,,0.0,215,1.87,X-RAY DIFFRACTION,0.185,2024-06-19,2024,test_new_234
8QH1:H,0,alpaca,H,3.7e-63,202.7,0,116,,,0.0,,0.0,217,2.65,X-RAY DIFFRACTION,0.198,2024-06-19,2024,test_new_234
8QRG:H,0,alpaca,H,1.1e-61,197.8,0,117,,,0.0,,0.0,221,2.3,X-RAY DIFFRACTION,0.182,2024-05-08,2024,test_new_234
8QYA:H,0,alpaca,H,3.1e-61,196.4,0,119,,,0.0,,0.0,216,2.72,X-RAY DIFFRACTION,0.244,2024-01-17,2024,test_new_234
8R1C:H,0,human,H,7.4e-53,169.2,0,123,,,0.0,,0.0,124,2.2,ELECTRON MICROSCOPY,,2024-03-13,2024,test_new_234
8R1D:H,0,alpaca,H,3.2e-66,212.6,0,120,,,0.0,,0.0,121,2.37,ELECTRON MICROSCOPY,,2024-03-13,2024,test_new_234
8R8D:H,0,alpaca,H,1.2e-59,191.3,0,127,,,0.0,,0.0,128,2.6,ELECTRON MICROSCOPY,,2023-12-13,2023,test_new_234
8R9Y:H,0,alpaca,H,2.9e-62,199.8,0,120,,,0.0,,0.0,219,3.0,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8R9Z:H,0,alpaca,H,2e-62,200.3,0,120,,,0.0,,0.0,219,2.9,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8RMO:H,0,mouse,H,1.4999999999999999e-53,171.3,0,115,,,0.0,,0.0,205,1.163,X-RAY DIFFRACTION,0.158,2024-04-03,2024,test_new_234
8RP8:H,0,alpaca,H,2e-67,216.4,0,115,,,0.0,,0.0,211,2.0,X-RAY DIFFRACTION,0.18,2024-06-19,2024,test_new_234
8RPB:H,0,alpaca,H,2.2e-67,216.3,0,115,,,0.0,,0.0,218,2.794,X-RAY DIFFRACTION,0.229,2024-06-19,2024,test_new_234
8RUU:H,0,alpaca,H,3.8999999999999995e-62,199.4,0,124,,,0.0,,0.0,219,2.81,X-RAY DIFFRACTION,0.204,2024-04-24,2024,test_new_234
8S6E:H,0,mouse,H,1.4e-56,181.1,0,113,,,0.0,,0.0,224,1.95,X-RAY DIFFRACTION,0.201,2024-06-26,2024,test_new_234
8S9G:H,0,human,H,3.1e-52,167.2,0,123,,,0.0,,0.0,124,3.0,ELECTRON MICROSCOPY,,2023-10-04,2023,test_new_234
8SAK:H,0,human,H,4.599999999999999e-53,169.9,0,130,,,0.0,,0.0,131,3.0,ELECTRON MICROSCOPY,,2023-10-04,2023,test_new_234
8SAQ:H,0,human,H,1e-47,152.6,0,125,,,0.0,,0.0,126,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAR:H,0,human,H,1e-47,152.6,0,125,,,0.0,,0.0,126,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAS:H,0,human,H,3.2999999999999997e-49,157.4,0,126,,,0.0,,0.0,127,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAV:H,0,human,H,4.199999999999999e-43,137.7,0,120,,,0.0,,0.0,121,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAW:H,0,human,H,1.6e-57,184.3,0,125,,,0.0,,0.0,126,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAX:H,0,human,H,2.1000000000000002e-57,183.9,0,126,,,0.0,,0.0,127,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SAY:H,0,human,H,6.4e-50,159.7,0,125,,,0.0,,0.0,126,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB0:H,0,human,H,2.9999999999999995e-54,173.7,0,125,,,0.0,,0.0,126,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB1:H,0,human,H,2.5e-54,174.0,0,125,,,0.0,,0.0,126,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB2:H,0,human,H,3.6e-51,163.8,0,125,,,0.0,,0.0,126,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB3:H,0,human,H,6.1e-52,166.3,0,125,,,0.0,,0.0,126,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SB5:H,0,human,H,4.8999999999999995e-49,156.9,0,125,,,0.0,,0.0,126,0.0,ELECTRON MICROSCOPY,,2023-04-19,2023,test_new_234
8SCX:H,0,mouse,H,6.399999999999999e-55,175.7,0,116,,,0.0,,0.0,117,2.7,ELECTRON MICROSCOPY,,2023-06-21,2023,test_new_234
8SDF:H,0,human,H,3.4e-54,173.6,0,126,,,0.0,,0.0,227,1.79,X-RAY DIFFRACTION,0.186,2024-03-13,2024,test_new_234
8SDG:H,0,human,H,2.6e-55,177.1,0,123,,,0.0,,0.0,219,2.71,X-RAY DIFFRACTION,0.255,2024-03-13,2024,test_new_234
8SEF:H,0,rhesus,H,2.3999999999999996e-53,170.8,0,119,,,0.0,,0.0,223,2.47,X-RAY DIFFRACTION,0.222,2024-04-17,2024,test_new_234
8SGA:H,0,human,H,1.0999999999999999e-47,152.5,0,122,,,0.0,,0.0,218,1.9,X-RAY DIFFRACTION,0.206,2024-04-17,2024,test_new_234
8SGG:H,0,rhesus,H,1.2e-51,165.2,0,128,,,0.0,,0.0,226,2.03,X-RAY DIFFRACTION,0.191,2024-04-17,2024,test_new_234
8SGI:H,0,mouse,H,1.8999999999999999e-56,180.7,0,120,,,0.0,,0.0,121,2.9,ELECTRON MICROSCOPY,,2024-04-24,2024,test_new_234
8SGN:H,0,rhesus,H,1.1e-51,165.4,0,119,,,0.0,,0.0,215,2.2,X-RAY DIFFRACTION,0.193,2024-04-17,2024,test_new_234
8SGO:H,0,mouse,H,2.9e-56,180.1,0,115,,,0.0,,0.0,116,2.65,ELECTRON MICROSCOPY,,2023-08-30,2023,test_new_234
8SH5:H,0,alpaca,H,1.1000000000000001e-60,194.6,0,121,,,0.0,,0.0,225,2.75,X-RAY DIFFRACTION,0.251,2023-08-16,2023,test_new_234
8SI9:H,0,mouse,H,1.6e-56,180.9,0,116,,,0.0,,0.0,117,2.98,ELECTRON MICROSCOPY,,2023-08-30,2023,test_new_234
8SIC:H,0,rhesus,H,2.299999999999999e-53,170.8,0,119,,,0.0,,0.0,221,2.76,X-RAY DIFFRACTION,0.246,2024-04-17,2024,test_new_234
8SID:H,0,mouse,H,2.9e-56,180.1,0,115,,,0.0,,0.0,116,2.71,ELECTRON MICROSCOPY,,2023-08-30,2023,test_new_234
8SIP:H,0,mouse,H,3.2e-51,163.8,0,117,,,0.0,,0.0,211,1.94,X-RAY DIFFRACTION,0.204,2024-02-07,2024,test_new_234
8SIQ:H,0,human,H,3.199999999999999e-53,170.4,0,122,,,0.0,,0.0,222,2.5,X-RAY DIFFRACTION,0.247,2024-03-13,2024,test_new_234
8SIT:H,0,alpaca,H,2.8000000000000002e-59,190.1,0,127,,,0.0,,0.0,229,2.91,X-RAY DIFFRACTION,0.261,2024-03-13,2024,test_new_234
8SJK:H,0,mouse,H,2.8e-54,173.6,0,119,,,0.0,,0.0,423,2.22,X-RAY DIFFRACTION,0.186,2024-04-24,2024,test_new_234
8SLB:H,0,pig,H,1.1999999999999999e-54,175.1,0,129,,,0.0,,0.0,222,2.04,X-RAY DIFFRACTION,0.166,2023-06-07,2023,test_new_234
8SSZ:H,0,mouse,H,1.3e-54,174.8,0,117,,,0.0,,0.0,218,2.64,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST0:H,0,mouse,H,1.3e-54,174.8,0,117,,,0.0,,0.0,218,2.4,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST2:H,0,mouse,H,1.3e-54,174.8,0,117,,,0.0,,0.0,218,2.94,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST3:H,0,mouse,H,1.3e-54,174.8,0,117,,,0.0,,0.0,218,2.93,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8ST4:H,0,mouse,H,1.3e-54,174.8,0,117,,,0.0,,0.0,218,2.35,ELECTRON MICROSCOPY,,2024-02-07,2024,test_new_234
8SVE:H,0,human,H,4.6e-50,160.2,0,118,,,0.0,,0.0,219,2.4,X-RAY DIFFRACTION,0.188,2024-05-22,2024,test_new_234
8SXP:H,0,human,H,7.7e-54,172.4,0,125,,,0.0,,0.0,227,2.9,X-RAY DIFFRACTION,0.261,2024-03-20,2024,test_new_234
8SZY:H,0,human,H,1.1e-52,168.7,0,128,,,0.0,,0.0,223,2.31,X-RAY DIFFRACTION,0.227,2023-09-20,2023,test_new_234
8T03:H,0,human,H,3.6e-50,160.5,0,119,,,0.0,,0.0,120,2.72,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8T04:H,0,human,H,3.6e-50,160.5,0,119,,,0.0,,0.0,120,2.98,ELECTRON MICROSCOPY,,2023-09-27,2023,test_new_234
8T0O:H,0,rabbit,H,4e-61,195.9,0,113,,,0.0,,0.0,215,2.3,X-RAY DIFFRACTION,0.215,2024-03-27,2024,test_new_234
8T51:H,0,rhesus,H,1.2e-56,181.5,0,113,,,0.0,,0.0,210,1.9,X-RAY DIFFRACTION,0.193,2024-06-19,2024,test_new_234
8T58:H,0,pig,H,9.999999999999999e-57,181.9,0,127,,,0.0,,0.0,230,2.23,X-RAY DIFFRACTION,0.182,2023-11-29,2023,test_new_234
8T6I:H,0,pig,H,2e-57,184.2,0,127,,,0.0,,0.0,224,2.55,X-RAY DIFFRACTION,0.194,2023-11-29,2023,test_new_234
8T7A:H,0,human,H,1.3e-54,174.9,0,124,,,0.0,,0.0,125,2.8,ELECTRON MICROSCOPY,,2023-09-13,2023,test_new_234
8T7G:H,0,alpaca,H,2.8e-57,183.7,0,116,,,0.0,,0.0,213,2.0,X-RAY DIFFRACTION,0.194,2023-11-22,2023,test_new_234
8T7I:H,0,pig,H,4.0999999999999996e-53,170.2,0,128,,,0.0,,0.0,230,2.6,X-RAY DIFFRACTION,0.201,2023-11-22,2023,test_new_234
8T8I:H,0,pig,H,9.999999999999999e-57,181.9,0,127,,,0.0,,0.0,229,2.52,X-RAY DIFFRACTION,0.191,2023-11-29,2023,test_new_234
8T9Y:H,0,pig,H,9.5e-57,181.9,0,127,,,0.0,,0.0,225,2.52,X-RAY DIFFRACTION,0.214,2023-11-29,2023,test_new_234
8T9Z:H,0,alpaca,H,8.5e-63,201.5,0,118,,,0.0,,0.0,216,2.995,X-RAY DIFFRACTION,0.244,2023-11-22,2023,test_new_234
8TBQ:H,0,alpaca,H,1.0999999999999999e-62,201.1,0,121,,,0.0,,0.0,223,2.593,X-RAY DIFFRACTION,0.237,2024-03-20,2024,test_new_234
8TCA:H,0,mouse,H,9.599999999999998e-53,168.7,0,117,,,0.0,,0.0,212,2.02,X-RAY DIFFRACTION,0.181,2024-02-07,2024,test_new_234
8TCO:H,0,alpaca,H,1.1e-51,165.5,0,123,,,0.0,,0.0,124,2.8,ELECTRON MICROSCOPY,,2023-08-09,2023,test_new_234
8TDX:H,0,rhesus,H,1.1999999999999999e-41,132.9,0,119,,,0.0,,0.0,223,2.09,X-RAY DIFFRACTION,0.204,2024-07-10,2024,test_new_234
8TFL:H,0,mouse,H,5.6e-57,182.4,0,120,,,0.0,,0.0,212,2.89,X-RAY DIFFRACTION,0.233,2024-04-17,2024,test_new_234
8TFN:H,0,human,H,4.0999999999999996e-53,170.0,0,118,,,0.0,,0.0,197,2.54,X-RAY DIFFRACTION,0.245,2023-11-08,2023,test_new_234
8TFP:H,0,human,H,4.7e-53,169.9,0,119,,,0.0,,0.0,220,1.78,X-RAY DIFFRACTION,0.178,2023-08-16,2023,test_new_234
8TFQ:H,0,human,H,4.7e-53,169.9,0,119,,,0.0,,0.0,220,1.8,X-RAY DIFFRACTION,0.178,2023-08-16,2023,test_new_234
8TFR:H,0,human,H,9.699999999999999e-55,175.3,0,120,,,0.0,,0.0,212,2.99,X-RAY DIFFRACTION,0.211,2023-08-16,2023,test_new_234
8THN:H,0,mouse,H,3.3e-56,179.9,0,117,,,0.0,,0.0,219,2.9,X-RAY DIFFRACTION,0.246,2024-01-17,2024,test_new_234
8TI4:H,0,human,H,1.9000000000000001e-59,190.5,0,119,,,0.0,,0.0,217,2.1,X-RAY DIFFRACTION,0.201,2023-11-22,2023,test_new_234
8TJF:H,0,human,H,1.9000000000000001e-59,190.5,0,119,,,0.0,,0.0,220,2.3,X-RAY DIFFRACTION,0.208,2023-11-22,2023,test_new_234
8TJT:H,0,alpaca,H,5.100000000000001e-59,189.3,0,124,,,0.0,,0.0,223,2.7,X-RAY DIFFRACTION,0.204,2024-02-14,2024,test_new_234
8TLM:H,0,rabbit,H,1.1e-52,168.6,0,119,,,0.0,,0.0,214,2.9,ELECTRON MICROSCOPY,,2023-12-20,2023,test_new_234
8TM1:H,0,human,H,8.9e-50,159.3,0,126,,,0.0,,0.0,127,2.79,ELECTRON MICROSCOPY,,2024-01-17,2024,test_new_234
8TOO:H,0,mouse,H,6.1e-58,185.5,0,119,,,0.0,,0.0,220,2.6,X-RAY DIFFRACTION,0.226,2024-03-27,2024,test_new_234
8TP5:H,0,human,H,3.1e-51,164.0,0,129,,,0.0,,0.0,130,2.9,ELECTRON MICROSCOPY,,2023-10-11,2023,test_new_234
8TP7:H,0,human,H,1.3e-53,171.6,0,125,,,0.0,,0.0,126,2.8,ELECTRON MICROSCOPY,,2023-10-11,2023,test_new_234
8TPA:H,0,human,H,1.3e-51,165.2,0,125,,,0.0,,0.0,126,3.0,ELECTRON MICROSCOPY,,2023-10-11,2023,test_new_234
8TQ7:H,0,mouse,H,1.4999999999999999e-55,177.8,0,116,,,0.0,,0.0,206,2.8,X-RAY DIFFRACTION,0.225,2024-03-20,2024,test_new_234
8TQ8:H,0,mouse,H,3.4e-52,166.9,1,114,,,0.0,,0.0,207,2.69,X-RAY DIFFRACTION,0.201,2024-03-20,2024,test_new_234
8TQ9:H,0,mouse,H,1.6e-56,180.9,0,119,,,0.0,,0.0,218,2.9,X-RAY DIFFRACTION,0.187,2024-03-20,2024,test_new_234
8TQA:H,0,mouse,H,1.4e-57,184.3,0,115,,,0.0,,0.0,214,2.6,X-RAY DIFFRACTION,0.181,2024-03-20,2024,test_new_234
8TRS:H,0,alpaca,H,6.9000000000000025e-59,188.9,0,114,,,0.0,,0.0,216,1.9,X-RAY DIFFRACTION,0.18,2023-11-22,2023,test_new_234
8TRT:H,0,alpaca,H,6.9000000000000025e-59,188.9,0,114,,,0.0,,0.0,216,3.0,X-RAY DIFFRACTION,0.194,2023-11-22,2023,test_new_234
8TS0:H,0,human,H,2.3e-57,183.8,0,121,,,0.0,,0.0,215,1.7,X-RAY DIFFRACTION,0.173,2024-06-19,2024,test_new_234
8TS5:H,0,alpaca,H,9.500000000000001e-60,191.6,0,114,,,0.0,,0.0,216,2.1,X-RAY DIFFRACTION,0.22,2023-11-22,2023,test_new_234
8TTW:H,0,human,H,9e-31,97.8,0,131,,,0.0,,0.0,227,2.96,ELECTRON MICROSCOPY,,2023-11-08,2023,test_new_234
8TUI:H,0,human,H,5.4e-54,172.9,0,122,,,0.0,,0.0,223,2.75,X-RAY DIFFRACTION,0.211,2023-12-06,2023,test_new_234
8TV1:H,0,pig,H,1.9000000000000002e-57,184.2,0,128,,,0.0,,0.0,230,2.6,X-RAY DIFFRACTION,0.202,2024-06-26,2024,test_new_234
8TXP:H,0,human,H,4.4e-50,160.2,0,121,,,0.0,,0.0,224,2.75,X-RAY DIFFRACTION,0.25,2024-06-26,2024,test_new_234
8TZW:H,0,alpaca,H,4.100000000000001e-59,189.6,0,130,,,0.0,,0.0,232,2.66,X-RAY DIFFRACTION,0.216,2024-06-12,2024,test_new_234
8U03:H,0,alpaca,H,2.2e-58,187.2,0,130,,,0.0,,0.0,232,2.72,X-RAY DIFFRACTION,0.22,2024-06-12,2024,test_new_234
8U08:H,0,alpaca,H,1.8e-59,190.7,0,130,,,0.0,,0.0,234,1.98,X-RAY DIFFRACTION,0.186,2024-06-12,2024,test_new_234
8U1C:H,0,human,H,3.9999999999999996e-50,160.4,0,125,,,0.0,,0.0,126,2.89,ELECTRON MICROSCOPY,,2024-03-27,2024,test_new_234
8U2C:H,0,alpaca,H,1.2e-55,178.3,0,117,,,0.0,,0.0,118,2.5,ELECTRON MICROSCOPY,,2023-11-15,2023,test_new_234
8U31:H,0,rabbit,H,7.199999999999999e-55,175.7,0,126,,,0.0,,0.0,220,2.73,X-RAY DIFFRACTION,0.199,2024-06-19,2024,test_new_234
8U32:H,0,alpaca,H,1.1999999999999999e-54,175.2,0,126,,,0.0,,0.0,229,2.51,X-RAY DIFFRACTION,0.195,2024-06-19,2024,test_new_234
8U4V:H,0,pig,H,4.2000000000000004e-60,192.8,0,126,,,0.0,,0.0,228,2.99,ELECTRON MICROSCOPY,,2023-10-25,2023,test_new_234
8UCD:H,0,human,H,1.8e-54,174.5,0,119,,,0.0,,0.0,120,3.0,ELECTRON MICROSCOPY,,2023-11-22,2023,test_new_234
8UIW:H,0,alpaca,H,1.1000000000000001e-60,194.6,0,121,,,0.0,,0.0,225,2.77,X-RAY DIFFRACTION,0.211,2024-04-10,2024,test_new_234
8UKY:H,0,mouse,H,1.3e-56,181.2,0,117,,,0.0,,0.0,217,2.398,X-RAY DIFFRACTION,0.215,2024-04-10,2024,test_new_234
8URF:H,0,mouse,H,3.1000000000000003e-57,183.2,0,116,,,0.0,,0.0,211,1.9,X-RAY DIFFRACTION,0.166,2024-06-19,2024,test_new_234
8UT2:H,0,mouse,H,1.2e-52,168.4,0,118,,,0.0,,0.0,119,2.56,ELECTRON MICROSCOPY,,2024-07-03,2024,test_new_234
8UT3:H,0,human,H,2.9e-54,173.8,0,124,,,0.0,,0.0,125,2.8,ELECTRON MICROSCOPY,,2024-05-08,2024,test_new_234
8V2E:H,0,human,H,1.1999999999999999e-46,149.2,0,130,,,0.0,,0.0,223,2.62,X-RAY DIFFRACTION,0.228,2024-06-12,2024,test_new_234
8V4F:H,0,alpaca,H,5.100000000000001e-59,189.3,0,115,,,0.0,,0.0,116,2.68,ELECTRON MICROSCOPY,,2024-06-05,2024,test_new_234
8V52:H,0,alpaca,H,2e-59,190.6,0,118,,,0.0,,0.0,220,2.5,X-RAY DIFFRACTION,0.221,2024-04-10,2024,test_new_234
